claim_id,policy_id,insured_name,line_of_business,loss_date,loss_type,claim_status,reserve_amount,paid_amount,adjuster_notes,litigation_flag,pii_flag,data_sensitivity,source_system,created_timestamp,updated_timestamp,created_by,updated_by
CLM-000094,POL-000112,Sanchez-Rivera,Commercial Property,2025-05-02,Windstorm,Open,415284.58,241167.34,Initial review completed for Windstorm. Claim status is currently Open.,False,False,restricted,fnol_portal,2025-05-02T15:49:58.126452,2025-05-05T15:49:58.126452,claims_adjuster_001,claims_adjuster_001
CLM-000095,POL-000108,Hurley-Williams,General Liability,2024-03-27,General Liability,Litigation,387640.57,290826.87,Initial review completed for General Liability. Claim status is currently Litigation.,False,False,restricted,claims_core_system,2024-04-01T15:49:58.126452,2024-06-18T15:49:58.126452,claims_manager_001,claims_adjuster_001
CLM-000096,POL-000249,Krueger Ltd,General Liability,2024-07-10,Theft,Pending Documents,204829.03,137454.99,Claim file updated after inspection. Current status: Pending Documents.,False,True,confidential,adjuster_workbench,2024-07-16T15:49:58.126452,2024-08-16T15:49:58.126452,claims_adjuster_001,claims_adjuster_002
CLM-000097,POL-000084,Owen and Sons,Commercial Property,2024-04-09,Workers Compensation,Pending Documents,151045.75,4884.36,Pending supervisor review due to complexity of Workers Compensation claim.,False,True,internal,adjuster_workbench,2024-04-18T15:49:58.126452,2024-04-22T15:49:58.126452,claims_manager_001,claims_adjuster_002
CLM-000098,POL-000265,"Atkinson, Yu and Willis",Commercial Property,2026-02-03,Water Damage,Closed,227637.58,71892.96,Initial review completed for Water Damage. Claim status is currently Closed.,False,True,confidential,claims_core_system,2026-02-08T15:49:58.126452,2026-02-23T15:49:58.126452,claims_adjuster_001,claims_adjuster_002
CLM-000099,POL-000021,Avery and Sons,Commercial Auto,2026-04-29,Water Damage,Pending Documents,366360.9,342588.35,Additional documentation requested from insured regarding Water Damage.,False,True,confidential,fnol_portal,2026-04-30T15:49:58.126452,2026-05-07T15:49:58.126452,claims_adjuster_002,claims_adjuster_001
CLM-000100,POL-000255,Hill Group,Umbrella,2024-03-19,Property Damage,In Review,424501.68,257178.37,Initial review completed for Property Damage. Claim status is currently In Review.,False,False,internal,claims_core_system,2024-03-26T15:49:58.126452,2024-07-13T15:49:58.126452,claims_adjuster_001,claims_manager_001
CLM-000101,POL-000070,"Welch, Larson and Martinez",Workers Compensation,2026-04-27,Windstorm,Litigation,374996.01,345051.48,Initial review completed for Windstorm. Claim status is currently Litigation.,True,True,confidential,claims_core_system,2026-05-05T15:49:58.126452,2026-07-22T15:49:58.126452,claims_adjuster_002,claims_manager_001
CLM-000102,POL-000121,Morrison-Delgado,Commercial Auto,2025-02-04,Hail,Denied,203258.64,46573.36,Initial review completed for Hail. Claim status is currently Denied.,False,True,confidential,fnol_portal,2025-02-08T15:49:58.126452,2025-03-21T15:49:58.126452,claims_adjuster_001,claims_adjuster_001
CLM-000103,POL-000291,Campbell-Johnson,Commercial Property,2025-11-29,Auto Liability,Litigation,468693.31,239316.4,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,True,False,confidential,fnol_portal,2025-11-29T15:49:58.126452,2026-01-23T15:49:58.126452,claims_manager_001,claims_manager_001
CLM-000104,POL-000098,"Robinson, Gordon and Smith",Commercial Property,2024-09-01,Water Damage,In Review,159929.62,90570.58,Initial review completed for Water Damage. Claim status is currently In Review.,False,False,confidential,claims_core_system,2024-09-01T15:49:58.126452,2024-11-22T15:49:58.126452,claims_manager_001,claims_adjuster_001
CLM-000105,POL-000237,Oconnell-Graham,Commercial Auto,2025-01-13,Windstorm,Open,198475.37,155498.44,Coverage review in progress. Adjuster evaluating damages related to Windstorm.,False,False,internal,adjuster_workbench,2025-01-18T15:49:58.126452,2025-01-23T15:49:58.126452,claims_adjuster_001,claims_adjuster_002
CLM-000106,POL-000281,"Raymond, Peterson and Freeman",Workers Compensation,2024-03-08,Workers Compensation,In Review,338503.21,51568.33,Coverage review in progress. Adjuster evaluating damages related to Workers Compensation.,False,True,restricted,fnol_portal,2024-03-14T15:49:58.126452,2024-03-26T15:49:58.126452,claims_adjuster_001,claims_adjuster_001
CLM-000107,POL-000287,Hernandez PLC,Umbrella,2024-05-16,Auto Liability,Litigation,112129.2,78964.24,Initial review completed for Auto Liability. Claim status is currently Litigation.,True,False,internal,adjuster_workbench,2024-05-18T15:49:58.126452,2024-09-03T15:49:58.126452,claims_adjuster_002,claims_adjuster_002
CLM-000108,POL-000118,Johnson and Sons,Umbrella,2025-10-13,Property Damage,Denied,8567.41,6082.21,Additional documentation requested from insured regarding Property Damage.,False,True,internal,adjuster_workbench,2025-10-17T15:49:58.126452,2025-11-12T15:49:58.126452,claims_adjuster_001,claims_manager_001
CLM-000109,POL-000030,Cruz Group,Workers Compensation,2025-05-14,Theft,Litigation,312828.12,289052.21,Pending supervisor review due to complexity of Theft claim.,False,False,confidential,claims_core_system,2025-05-16T15:49:58.126452,2025-05-29T15:49:58.126452,claims_adjuster_001,claims_manager_001
CLM-000110,POL-000272,"Jones, Mack and Combs",Umbrella,2025-08-26,Theft,Denied,195779.54,101007.56,Pending supervisor review due to complexity of Theft claim.,False,True,internal,fnol_portal,2025-08-29T15:49:58.126452,2025-10-26T15:49:58.126452,claims_adjuster_001,claims_adjuster_001
CLM-000111,POL-000183,Johnson LLC,General Liability,2025-02-24,Workers Compensation,Litigation,300886.41,141317.42,Additional documentation requested from insured regarding Workers Compensation.,True,True,restricted,adjuster_workbench,2025-03-06T15:49:58.129940,2025-03-29T15:49:58.129940,claims_adjuster_001,claims_adjuster_001
CLM-000112,POL-000222,Roberson-Wilson,Commercial Property,2024-11-01,Property Damage,Litigation,324569.42,14958.99,Coverage review in progress. Adjuster evaluating damages related to Property Damage.,False,True,restricted,claims_core_system,2024-11-02T15:49:58.129940,2024-12-13T15:49:58.129940,claims_adjuster_002,claims_adjuster_002
CLM-000113,POL-000176,White-Nguyen,Workers Compensation,2024-08-29,Hail,Pending Documents,350875.46,80205.32,Additional documentation requested from insured regarding Hail.,False,True,restricted,claims_core_system,2024-09-01T15:49:58.129940,2024-12-20T15:49:58.129940,claims_adjuster_002,claims_adjuster_001
CLM-000114,POL-000150,Smith-Gutierrez,Commercial Property,2024-10-07,Water Damage,Litigation,349429.78,65342.61,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,True,False,confidential,claims_core_system,2024-10-17T15:49:58.129940,2024-12-19T15:49:58.129940,claims_adjuster_001,claims_manager_001
CLM-000115,POL-000079,Davis PLC,Umbrella,2025-06-21,Theft,Litigation,123015.44,67937.66,Additional documentation requested from insured regarding Theft.,True,True,internal,fnol_portal,2025-06-26T15:49:58.129940,2025-10-21T15:49:58.129940,claims_manager_001,claims_manager_001
CLM-000116,POL-000300,Sutton and Sons,General Liability,2025-11-29,Auto Liability,Litigation,14352.77,11275.22,Initial review completed for Auto Liability. Claim status is currently Litigation.,False,False,confidential,claims_core_system,2025-12-08T15:49:58.129940,2026-02-02T15:49:58.129940,claims_adjuster_002,claims_adjuster_001
CLM-000117,POL-000160,"Hansen, Morgan and Alvarado",Umbrella,2026-05-03,Workers Compensation,Pending Documents,174451.89,99678.95,Pending supervisor review due to complexity of Workers Compensation claim.,False,False,confidential,adjuster_workbench,2026-05-11T15:49:58.129940,2026-06-23T15:49:58.129940,claims_manager_001,claims_manager_001
CLM-000118,POL-000213,"Salas, Ortiz and Soto",Commercial Auto,2023-12-17,Auto Liability,In Review,317383.0,171715.25,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,False,False,restricted,claims_core_system,2023-12-18T15:49:58.129940,2024-03-05T15:49:58.129940,claims_adjuster_001,claims_adjuster_002
CLM-000119,POL-000064,"Glass, Lowe and Thompson",Workers Compensation,2025-05-17,Property Damage,Pending Documents,239065.77,143802.79,Additional documentation requested from insured regarding Property Damage.,False,False,restricted,adjuster_workbench,2025-05-19T15:49:58.129940,2025-09-03T15:49:58.129940,claims_adjuster_002,claims_adjuster_002
CLM-000120,POL-000122,"Matthews, Garcia and Harris",General Liability,2025-04-28,Windstorm,In Review,51482.02,30676.97,Coverage review in progress. Adjuster evaluating damages related to Windstorm.,False,True,internal,claims_core_system,2025-05-07T15:49:58.129940,2025-09-03T15:49:58.129940,claims_adjuster_002,claims_adjuster_001
CLM-000121,POL-000044,Wood-Briggs,Commercial Property,2026-02-27,Water Damage,Open,113555.43,24536.65,Additional documentation requested from insured regarding Water Damage.,False,False,confidential,claims_core_system,2026-03-01T15:49:58.129940,2026-05-19T15:49:58.129940,claims_adjuster_002,claims_adjuster_002
CLM-000122,POL-000077,"White, Gay and Spears",Commercial Auto,2024-08-14,Windstorm,Open,63624.98,60905.69,Claim file updated after inspection. Current status: Open.,False,True,restricted,claims_core_system,2024-08-16T15:49:58.129940,2024-09-21T15:49:58.129940,claims_adjuster_001,claims_adjuster_002
CLM-000123,POL-000237,Guzman Group,Commercial Auto,2026-03-20,Water Damage,Litigation,72199.08,29330.8,Pending supervisor review due to complexity of Water Damage claim.,True,False,restricted,fnol_portal,2026-03-26T15:49:58.129940,2026-04-08T15:49:58.129940,claims_adjuster_001,claims_adjuster_001
CLM-000124,POL-000056,Wright-Herman,Commercial Auto,2024-11-28,Windstorm,Denied,182016.08,148909.46,Pending supervisor review due to complexity of Windstorm claim.,False,False,restricted,fnol_portal,2024-11-28T15:49:58.129940,2025-03-26T15:49:58.129940,claims_manager_001,claims_adjuster_001
CLM-000125,POL-000096,"Robinson, Barker and Bowman",Umbrella,2024-08-13,Theft,Closed,245917.63,108966.94,Coverage review in progress. Adjuster evaluating damages related to Theft.,False,True,internal,claims_core_system,2024-08-21T15:49:58.129940,2024-11-15T15:49:58.129940,claims_adjuster_001,claims_adjuster_001
CLM-000126,POL-000018,"Hurley, English and Harrison",Workers Compensation,2024-07-01,Fire,Pending Documents,185450.14,146248.87,Additional documentation requested from insured regarding Fire.,False,False,restricted,fnol_portal,2024-07-05T15:49:58.129940,2024-07-08T15:49:58.129940,claims_manager_001,claims_manager_001
CLM-000127,POL-000089,"Moon, May and Conley",Workers Compensation,2024-05-18,Fire,Denied,286546.17,156234.63,Claim file updated after inspection. Current status: Denied.,False,False,internal,claims_core_system,2024-05-28T15:49:58.129940,2024-07-28T15:49:58.129940,claims_adjuster_001,claims_manager_001
CLM-000128,POL-000022,"Young, Wilson and Walker",Commercial Auto,2023-12-11,Hail,Litigation,318452.65,303245.34,Coverage review in progress. Adjuster evaluating damages related to Hail.,True,False,confidential,claims_core_system,2023-12-21T15:49:58.129940,2023-12-25T15:49:58.129940,claims_adjuster_002,claims_adjuster_001
CLM-000129,POL-000082,Parsons-Santos,Umbrella,2025-11-23,Auto Liability,Pending Documents,446715.2,394069.38,Additional documentation requested from insured regarding Auto Liability.,False,False,confidential,claims_core_system,2025-12-02T15:49:58.129940,2026-01-06T15:49:58.129940,claims_adjuster_002,claims_adjuster_002
CLM-000130,POL-000048,Douglas Ltd,Commercial Auto,2026-02-22,Property Damage,Pending Documents,113330.31,82413.67,Initial review completed for Property Damage. Claim status is currently Pending Documents.,False,True,restricted,fnol_portal,2026-02-24T15:49:58.129940,2026-03-22T15:49:58.129940,claims_manager_001,claims_adjuster_001
CLM-000131,POL-000030,Quinn-Brown,Commercial Property,2024-09-14,Hail,Litigation,315876.02,52471.9,Additional documentation requested from insured regarding Hail.,True,True,restricted,claims_core_system,2024-09-19T15:49:58.129940,2024-10-23T15:49:58.129940,claims_adjuster_002,claims_manager_001
CLM-000132,POL-000272,Irwin Ltd,Commercial Auto,2023-12-28,Property Damage,Pending Documents,472316.0,216339.7,Coverage review in progress. Adjuster evaluating damages related to Property Damage.,False,False,restricted,claims_core_system,2024-01-01T15:49:58.129940,2024-01-30T15:49:58.129940,claims_adjuster_002,claims_adjuster_002
CLM-000133,POL-000031,Brown-Jones,Umbrella,2024-08-08,Hail,Litigation,454274.63,71592.68,Initial review completed for Hail. Claim status is currently Litigation.,True,False,internal,fnol_portal,2024-08-08T15:49:58.129940,2024-10-16T15:49:58.129940,claims_manager_001,claims_adjuster_001
CLM-000134,POL-000065,Stone-Howell,Umbrella,2025-09-17,Property Damage,Litigation,330577.47,261711.89,Initial review completed for Property Damage. Claim status is currently Litigation.,True,True,internal,claims_core_system,2025-09-25T15:49:58.129940,2026-01-06T15:49:58.129940,claims_manager_001,claims_manager_001
CLM-000135,POL-000129,Blair-Lee,Workers Compensation,2025-11-01,Windstorm,In Review,182374.07,93332.77,Claim file updated after inspection. Current status: In Review.,False,False,restricted,adjuster_workbench,2025-11-08T15:49:58.129940,2025-12-16T15:49:58.129940,claims_adjuster_001,claims_adjuster_001
CLM-000136,POL-000102,"Garrison, Pierce and Jones",Commercial Auto,2026-01-30,Fire,Litigation,11958.0,78.61,Additional documentation requested from insured regarding Fire.,False,False,restricted,adjuster_workbench,2026-02-08T15:49:58.129940,2026-04-01T15:49:58.129940,claims_manager_001,claims_manager_001
CLM-000137,POL-000059,Smith Group,Commercial Property,2024-05-07,Theft,Litigation,318097.84,244273.3,Pending supervisor review due to complexity of Theft claim.,True,False,internal,fnol_portal,2024-05-07T15:49:58.129940,2024-07-21T15:49:58.129940,claims_adjuster_002,claims_adjuster_001
CLM-000138,POL-000036,Wilson and Sons,General Liability,2024-08-29,Property Damage,Denied,127775.12,23972.94,Initial review completed for Property Damage. Claim status is currently Denied.,False,True,confidential,fnol_portal,2024-09-06T15:49:58.129940,2024-09-20T15:49:58.129940,claims_adjuster_001,claims_adjuster_002
CLM-000139,POL-000241,Chan Ltd,General Liability,2024-06-08,Theft,In Review,188665.39,39202.03,Initial review completed for Theft. Claim status is currently In Review.,False,True,confidential,adjuster_workbench,2024-06-10T15:49:58.129940,2024-08-01T15:49:58.129940,claims_adjuster_002,claims_manager_001
CLM-000140,POL-000019,"Stokes, Murphy and Bush",Commercial Auto,2025-02-20,Workers Compensation,In Review,94681.0,8191.62,Pending supervisor review due to complexity of Workers Compensation claim.,False,True,confidential,adjuster_workbench,2025-02-23T15:49:58.129940,2025-05-14T15:49:58.129940,claims_adjuster_002,claims_manager_001
CLM-000141,POL-000082,Allen Ltd,General Liability,2025-10-30,Hail,Litigation,210758.66,144483.5,Pending supervisor review due to complexity of Hail claim.,True,False,internal,adjuster_workbench,2025-11-01T15:49:58.133404,2025-12-29T15:49:58.133404,claims_manager_001,claims_manager_001
CLM-000142,POL-000221,"Wilkinson, Richmond and Howard",Umbrella,2025-03-30,General Liability,Pending Documents,358626.11,94921.79,Coverage review in progress. Adjuster evaluating damages related to General Liability.,False,False,restricted,adjuster_workbench,2025-04-02T15:49:58.133404,2025-05-02T15:49:58.133404,claims_adjuster_002,claims_adjuster_001
CLM-000143,POL-000085,"Sawyer, Wu and Brooks",Commercial Property,2026-01-09,Windstorm,Litigation,375942.91,246151.8,Coverage review in progress. Adjuster evaluating damages related to Windstorm.,True,False,internal,claims_core_system,2026-01-09T15:49:58.133404,2026-01-29T15:49:58.133404,claims_adjuster_001,claims_adjuster_001
CLM-000144,POL-000241,Curtis-Harris,General Liability,2025-05-14,Workers Compensation,Litigation,283026.37,118869.0,Pending supervisor review due to complexity of Workers Compensation claim.,True,True,internal,adjuster_workbench,2025-05-17T15:49:58.133404,2025-05-17T15:49:58.133404,claims_adjuster_002,claims_manager_001
CLM-000145,POL-000288,Mccormick and Sons,Umbrella,2024-08-13,Hail,Pending Documents,494719.84,364348.57,Initial review completed for Hail. Claim status is currently Pending Documents.,False,False,restricted,claims_core_system,2024-08-17T15:49:58.133404,2024-10-26T15:49:58.133404,claims_adjuster_002,claims_manager_001
CLM-000146,POL-000164,"Cunningham, Craig and Wang",General Liability,2024-05-25,General Liability,Closed,83848.08,21819.4,Pending supervisor review due to complexity of General Liability claim.,False,False,internal,fnol_portal,2024-06-02T15:49:58.133404,2024-08-10T15:49:58.133404,claims_manager_001,claims_manager_001
CLM-000147,POL-000264,Owen PLC,General Liability,2025-10-05,Hail,In Review,406886.39,73690.52,Additional documentation requested from insured regarding Hail.,False,True,internal,claims_core_system,2025-10-06T15:49:58.133404,2026-01-14T15:49:58.133404,claims_adjuster_002,claims_adjuster_002
CLM-000148,POL-000181,Gray LLC,General Liability,2025-10-09,Auto Liability,Closed,37812.17,1160.32,Pending supervisor review due to complexity of Auto Liability claim.,False,True,restricted,adjuster_workbench,2025-10-18T15:49:58.133404,2025-12-15T15:49:58.133404,claims_adjuster_002,claims_adjuster_002
CLM-000149,POL-000124,"Austin, Rios and Johnson",Umbrella,2024-12-11,Water Damage,Pending Documents,390235.41,136457.71,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,False,False,internal,fnol_portal,2024-12-16T15:49:58.133404,2025-02-17T15:49:58.133404,claims_adjuster_002,claims_manager_001
CLM-000150,POL-000205,Rios-Miller,Commercial Auto,2024-06-25,Workers Compensation,Litigation,373700.03,315332.4,Coverage review in progress. Adjuster evaluating damages related to Workers Compensation.,True,True,internal,fnol_portal,2024-07-01T15:49:58.133404,2024-07-21T15:49:58.133404,claims_adjuster_002,claims_manager_001
CLM-000151,POL-000207,Williams and Sons,Commercial Property,2024-12-04,Property Damage,Litigation,147800.03,74149.64,Coverage review in progress. Adjuster evaluating damages related to Property Damage.,False,False,confidential,fnol_portal,2024-12-11T15:49:58.133404,2024-12-12T15:49:58.133404,claims_adjuster_002,claims_manager_001
CLM-000152,POL-000142,Daniels PLC,Commercial Auto,2024-07-10,Auto Liability,Litigation,421103.26,110070.79,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,True,True,restricted,fnol_portal,2024-07-19T15:49:58.133404,2024-11-12T15:49:58.133404,claims_adjuster_002,claims_manager_001
CLM-000153,POL-000086,Bush-Williams,Workers Compensation,2026-04-25,Hail,Litigation,425159.49,258283.36,Initial review completed for Hail. Claim status is currently Litigation.,True,False,restricted,fnol_portal,2026-04-28T15:49:58.133404,2026-08-25T15:49:58.133404,claims_adjuster_001,claims_adjuster_001
CLM-000154,POL-000101,Hahn Group,Umbrella,2024-02-06,Auto Liability,Open,53409.2,38239.61,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,False,True,restricted,fnol_portal,2024-02-11T15:49:58.133404,2024-03-29T15:49:58.133404,claims_manager_001,claims_manager_001
CLM-000155,POL-000058,"Herman, Davis and Hale",General Liability,2025-07-08,Auto Liability,Litigation,454608.41,129799.36,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,True,True,restricted,claims_core_system,2025-07-13T15:49:58.133404,2025-07-23T15:49:58.133404,claims_manager_001,claims_manager_001
CLM-000156,POL-000063,Williams-Black,General Liability,2024-04-07,Hail,Pending Documents,86853.48,36772.27,Claim file updated after inspection. Current status: Pending Documents.,False,False,internal,claims_core_system,2024-04-13T15:49:58.133404,2024-08-10T15:49:58.133404,claims_adjuster_002,claims_adjuster_002
CLM-000157,POL-000017,Bryant-Stephenson,General Liability,2024-01-24,Windstorm,Litigation,148579.31,35166.67,Coverage review in progress. Adjuster evaluating damages related to Windstorm.,False,False,internal,fnol_portal,2024-01-31T15:49:58.133404,2024-02-07T15:49:58.133404,claims_adjuster_001,claims_adjuster_002
CLM-000158,POL-000194,Smith-Bryan,General Liability,2025-05-23,Workers Compensation,Open,487139.81,391151.66,Additional documentation requested from insured regarding Workers Compensation.,False,True,confidential,claims_core_system,2025-05-28T15:49:58.133404,2025-09-17T15:49:58.133404,claims_adjuster_002,claims_adjuster_001
CLM-000159,POL-000168,Boone and Sons,Workers Compensation,2025-08-02,Workers Compensation,Closed,157378.74,76768.52,Coverage review in progress. Adjuster evaluating damages related to Workers Compensation.,False,False,confidential,claims_core_system,2025-08-05T15:49:58.133404,2025-09-23T15:49:58.133404,claims_manager_001,claims_adjuster_001
CLM-000160,POL-000071,Stewart-Ferguson,Umbrella,2024-04-17,Hail,Pending Documents,410042.64,135031.06,Coverage review in progress. Adjuster evaluating damages related to Hail.,False,True,internal,adjuster_workbench,2024-04-19T15:49:58.133404,2024-06-15T15:49:58.133404,claims_manager_001,claims_adjuster_001
CLM-000161,POL-000109,"Wright, Martin and Moore",General Liability,2024-08-23,Workers Compensation,Denied,385133.41,51903.61,Claim file updated after inspection. Current status: Denied.,False,True,restricted,claims_core_system,2024-08-25T15:49:58.133404,2024-09-05T15:49:58.133404,claims_adjuster_001,claims_adjuster_002
CLM-000162,POL-000130,"Sosa, Berg and Whitaker",General Liability,2025-11-11,Workers Compensation,Litigation,200811.36,114610.63,Initial review completed for Workers Compensation. Claim status is currently Litigation.,True,False,restricted,fnol_portal,2025-11-13T15:49:58.133404,2025-12-19T15:49:58.133404,claims_adjuster_002,claims_adjuster_002
CLM-000163,POL-000070,Meyer Ltd,Workers Compensation,2025-03-12,Theft,Litigation,83390.94,67418.49,Coverage review in progress. Adjuster evaluating damages related to Theft.,True,True,internal,claims_core_system,2025-03-21T15:49:58.133404,2025-07-07T15:49:58.133404,claims_manager_001,claims_adjuster_002
CLM-000164,POL-000291,Clark Ltd,Commercial Property,2025-02-15,Theft,Closed,294419.28,74349.79,Initial review completed for Theft. Claim status is currently Closed.,False,False,confidential,fnol_portal,2025-02-25T15:49:58.133404,2025-04-16T15:49:58.133404,claims_adjuster_001,claims_manager_001
CLM-000165,POL-000251,"Ellison, Hunter and Horton",Workers Compensation,2024-09-11,Fire,In Review,217024.61,186073.08,Pending supervisor review due to complexity of Fire claim.,False,False,confidential,claims_core_system,2024-09-15T15:49:58.133404,2024-11-21T15:49:58.133404,claims_adjuster_002,claims_adjuster_001
CLM-000166,POL-000023,Nelson Inc,Commercial Auto,2024-12-20,Property Damage,Denied,45228.09,31436.39,Initial review completed for Property Damage. Claim status is currently Denied.,False,False,confidential,adjuster_workbench,2024-12-25T15:49:58.133404,2025-01-16T15:49:58.133404,claims_adjuster_002,claims_adjuster_002
CLM-000167,POL-000262,Jackson Ltd,Umbrella,2025-05-01,Workers Compensation,Litigation,82447.79,25091.01,Pending supervisor review due to complexity of Workers Compensation claim.,True,False,restricted,fnol_portal,2025-05-04T15:49:58.133404,2025-06-02T15:49:58.133404,claims_manager_001,claims_adjuster_002
CLM-000168,POL-000180,Miller-Stokes,Workers Compensation,2025-09-29,Theft,Litigation,18712.64,14890.63,Initial review completed for Theft. Claim status is currently Litigation.,True,False,internal,claims_core_system,2025-10-03T15:49:58.133404,2025-11-26T15:49:58.133404,claims_adjuster_002,claims_adjuster_001
CLM-000169,POL-000213,Hayes-Baker,Commercial Auto,2024-02-24,Auto Liability,Closed,24015.85,17769.31,Additional documentation requested from insured regarding Auto Liability.,False,False,restricted,adjuster_workbench,2024-02-28T15:49:58.133404,2024-03-06T15:49:58.133404,claims_adjuster_001,claims_adjuster_001
CLM-000170,POL-000162,Guerrero PLC,Commercial Property,2024-12-30,Hail,Closed,398126.26,72572.53,Additional documentation requested from insured regarding Hail.,False,True,internal,fnol_portal,2025-01-06T15:49:58.133404,2025-01-09T15:49:58.133404,claims_adjuster_002,claims_manager_001
CLM-000171,POL-000272,Santos-Miller,Umbrella,2023-12-24,Water Damage,Open,471714.01,21981.18,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,False,False,internal,claims_core_system,2023-12-24T15:49:58.133404,2024-04-10T15:49:58.133404,claims_adjuster_001,claims_manager_001
CLM-000172,POL-000227,Smith-Floyd,Commercial Property,2026-02-07,Hail,In Review,402843.61,320237.58,Pending supervisor review due to complexity of Hail claim.,False,True,internal,adjuster_workbench,2026-02-14T15:49:58.133404,2026-05-29T15:49:58.133404,claims_adjuster_001,claims_adjuster_001
CLM-000173,POL-000173,"Burton, Medina and Jordan",Workers Compensation,2024-04-19,Property Damage,Open,71114.98,66079.17,Coverage review in progress. Adjuster evaluating damages related to Property Damage.,False,False,confidential,adjuster_workbench,2024-04-29T15:49:58.136877,2024-07-13T15:49:58.136877,claims_adjuster_001,claims_adjuster_002
CLM-000174,POL-000055,Williams Inc,Umbrella,2025-11-13,Workers Compensation,Litigation,127705.37,69095.68,Additional documentation requested from insured regarding Workers Compensation.,True,False,confidential,fnol_portal,2025-11-17T15:49:58.136877,2026-01-11T15:49:58.136877,claims_adjuster_001,claims_adjuster_001
CLM-000175,POL-000247,"Morton, Garcia and Flynn",Umbrella,2025-08-29,General Liability,Litigation,399722.98,36207.02,Coverage review in progress. Adjuster evaluating damages related to General Liability.,False,True,confidential,fnol_portal,2025-09-01T15:49:58.136877,2025-09-24T15:49:58.136877,claims_adjuster_002,claims_adjuster_002
CLM-000176,POL-000056,"Palmer, Bailey and Melton",General Liability,2024-04-03,Theft,Open,219223.48,180199.48,Initial review completed for Theft. Claim status is currently Open.,False,True,restricted,claims_core_system,2024-04-07T15:49:58.136877,2024-07-15T15:49:58.136877,claims_manager_001,claims_manager_001
CLM-000177,POL-000048,"Stein, Brewer and Jones",Workers Compensation,2024-10-17,Property Damage,Denied,104445.69,24527.1,Additional documentation requested from insured regarding Property Damage.,False,True,restricted,adjuster_workbench,2024-10-18T15:49:58.137481,2024-12-11T15:49:58.137481,claims_adjuster_002,claims_adjuster_001
CLM-000178,POL-000227,"Martin, Luna and Mcclain",Umbrella,2024-07-16,Water Damage,Pending Documents,388033.59,188490.75,Additional documentation requested from insured regarding Water Damage.,False,False,confidential,adjuster_workbench,2024-07-19T15:49:58.137481,2024-10-09T15:49:58.137481,claims_adjuster_002,claims_adjuster_001
CLM-000179,POL-000160,Brown PLC,Commercial Property,2025-09-27,Windstorm,Open,347588.95,73515.4,Initial review completed for Windstorm. Claim status is currently Open.,False,False,confidential,adjuster_workbench,2025-09-28T15:49:58.138487,2025-11-18T15:49:58.138487,claims_adjuster_002,claims_adjuster_002
CLM-000180,POL-000208,Johnson-Brown,Commercial Property,2024-08-20,Auto Liability,Denied,148702.61,30367.76,Claim file updated after inspection. Current status: Denied.,False,False,internal,fnol_portal,2024-08-25T15:49:58.138487,2024-11-11T15:49:58.138487,claims_adjuster_001,claims_adjuster_001
CLM-000181,POL-000277,"Crawford, Perkins and Kennedy",Umbrella,2024-07-05,General Liability,Litigation,419990.72,113467.91,Pending supervisor review due to complexity of General Liability claim.,False,False,confidential,adjuster_workbench,2024-07-07T15:49:58.138487,2024-08-05T15:49:58.138487,claims_adjuster_002,claims_adjuster_001
CLM-000182,POL-000270,Sanders Ltd,General Liability,2025-01-19,Auto Liability,Litigation,277489.8,236971.58,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,False,False,internal,fnol_portal,2025-01-24T15:49:58.138487,2025-03-08T15:49:58.138487,claims_adjuster_002,claims_manager_001
CLM-000183,POL-000296,Wright-Espinoza,Commercial Property,2026-03-11,General Liability,In Review,71880.48,69176.89,Claim file updated after inspection. Current status: In Review.,False,False,restricted,claims_core_system,2026-03-17T15:49:58.138487,2026-07-13T15:49:58.138487,claims_adjuster_002,claims_adjuster_001
CLM-000184,POL-000178,Griffin-Page,Umbrella,2026-03-18,Water Damage,Litigation,80698.41,24597.76,Initial review completed for Water Damage. Claim status is currently Litigation.,True,True,internal,adjuster_workbench,2026-03-26T15:49:58.138487,2026-05-24T15:49:58.138487,claims_manager_001,claims_adjuster_002
CLM-000185,POL-000114,Green and Sons,Commercial Property,2024-03-21,Windstorm,In Review,468377.44,302332.16,Initial review completed for Windstorm. Claim status is currently In Review.,False,False,internal,fnol_portal,2024-03-30T15:49:58.138487,2024-04-15T15:49:58.138487,claims_adjuster_001,claims_adjuster_001
CLM-000186,POL-000271,"Everett, Hughes and Jones",Commercial Property,2026-01-29,Fire,Litigation,327950.52,41103.93,Initial review completed for Fire. Claim status is currently Litigation.,True,True,restricted,fnol_portal,2026-01-30T15:49:58.138487,2026-05-12T15:49:58.138487,claims_adjuster_002,claims_adjuster_001
